File:         02packages.details.txt
URL:          http://www.perl.com/CPAN/modules/02packages.details.txt
Description:  Package names found in cpanfile.snapshot
Columns:      package name, version, path
Intended-For: Automated fetch routines, namespace documentation.
Written-By:   Carton v1.0.34
DBD::Sponge                    12.010003  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Sponge::db                12.010003  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Sponge::dr                12.010003  T/TI/TIMB/DBI-1.642.tar.gz
DBD::Sponge::st                12.010003  T/TI/TIMB/DBI-1.642.tar.gz
DBD::SQLite                        1.58  I/IS/ISHIGAKI/DBD-SQLite-1.58.tar.gz
DBD::SQLite::Constants            undef  I/IS/ISHIGAKI/DBD-SQLite-1.58.tar.gz
DBD::SQLite::VirtualTable          1.58  I/IS/ISHIGAKI/DBD-SQLite-1.58.tar.gz
DBD::SQLite::VirtualTable::Cursor  1.58  I/IS/ISHIGAKI/DBD-SQLite-1.58.tar.gz
DBD::SQLite::VirtualTable::FileContent undef  I/IS/ISHIGAKI/DBD-SQLite-1.58.tar.gz
DBD::SQLite::VirtualTable::FileContent::Cursor undef  I/IS/ISHIGAKI/DBD-SQLite-1.58.tar.gz
DBD::SQLite::VirtualTable::PerlData undef  I/IS/ISHIGAKI/DBD-SQLite-1.58.tar.gz
DBD::SQLite::VirtualTable::PerlData::Cursor undef  I/IS/ISHIGAKI/DBD-SQLite-1.58.tar.gz
DBDI                           12.015129  T/TI/TIMB/DBI-1.642.tar.gz
DBI                               1.642  T/TI/TIMB/DBI-1.642.tar.gz
DBI::common                       1.642  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Const::GetInfo::ANSI      2.008697  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Const::GetInfo::ODBC      2.011374  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Const::GetInfoReturn      2.008697  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Const::GetInfoType        2.008697  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD                       12.015129  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::Metadata             2.014214  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine                0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine::DataSource    0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine::db            0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine::dr            0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine::st            0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine::Statement     0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine::Table         0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine::TableSource   0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine::TieMeta       0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::DBD::SqlEngine::TieTables     0.06  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Gofer::Execute            0.014283  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Gofer::Request            0.012537  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Gofer::Response           0.011566  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Gofer::Serializer::Base   0.009950  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Gofer::Serializer::DataDumper 0.009950  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Gofer::Serializer::Storable 0.015586  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Gofer::Transport::Base    0.012537  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Gofer::Transport::pipeone 0.012537  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Gofer::Transport::stream  0.012537  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Profile                   2.015065  T/TI/TIMB/DBI-1.642.tar.gz
DBI::ProfileData               2.010008  T/TI/TIMB/DBI-1.642.tar.gz
DBI::ProfileDumper             2.015325  T/TI/TIMB/DBI-1.642.tar.gz
DBI::ProfileDumper::Apache     2.014121  T/TI/TIMB/DBI-1.642.tar.gz
DBI::ProfileSubs               0.009396  T/TI/TIMB/DBI-1.642.tar.gz
DBI::ProxyServer                 0.3005  T/TI/TIMB/DBI-1.642.tar.gz
DBI::ProxyServer::db             0.3005  T/TI/TIMB/DBI-1.642.tar.gz
DBI::ProxyServer::dr             0.3005  T/TI/TIMB/DBI-1.642.tar.gz
DBI::ProxyServer::st             0.3005  T/TI/TIMB/DBI-1.642.tar.gz
DBI::SQL::Nano                 1.015544  T/TI/TIMB/DBI-1.642.tar.gz
DBI::SQL::Nano::Statement_     1.015544  T/TI/TIMB/DBI-1.642.tar.gz
DBI::SQL::Nano::Table_         1.015544  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Util::_accessor           0.009479  T/TI/TIMB/DBI-1.642.tar.gz
DBI::Util::CacheMemory         0.010315  T/TI/TIMB/DBI-1.642.tar.gz
DBIx::Inspector                    0.12  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Column           undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Column::Pg       undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Driver::Base     undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Driver::mysql    undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Driver::Pg       undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Driver::SQLite   undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::ForeignKey       undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::ForeignKey::Pg   undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Iterator         undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Iterator::Null   undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Table            undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::Inspector::Table::Pg        undef  T/TO/TOKUHIROM/DBIx-Inspector-0.12.tar.gz
DBIx::TransactionManager           1.13  N/NE/NEKOKAK/DBIx-TransactionManager-1.13.tar.gz
DBIx::TransactionManager::ScopeGuard 1.13  N/NE/NEKOKAK/DBIx-TransactionManager-1.13.tar.gz
Devel::AssertC99                  undef  S/SY/SYOHEX/Devel-CheckCompiler-0.07.tar.gz
Devel::CheckCompiler               0.07  S/SY/SYOHEX/Devel-CheckCompiler-0.07.tar.gz
Devel::StackTrace                  2.03  D/DR/DROLSKY/Devel-StackTrace-2.03.tar.gz
Devel::StackTrace::AsHTML          0.15  M/MI/MIYAGAWA/Devel-StackTrace-AsHTML-0.15.tar.gz
Devel::StackTrace::Frame           2.03  D/DR/DROLSKY/Devel-StackTrace-2.03.tar.gz
Digest::HMAC                       1.03  G/GA/GAAS/Digest-HMAC-1.03.tar.gz
Digest::HMAC_MD5                   1.01  G/GA/GAAS/Digest-HMAC-1.03.tar.gz
Digest::HMAC_SHA1                  1.03  G/GA/GAAS/Digest-HMAC-1.03.tar.gz
Digest::SHA1                       2.13  G/GA/GAAS/Digest-SHA1-2.13.tar.gz
Dist::CheckConflicts               0.11  D/DO/DOY/Dist-CheckConflicts-0.11.tar.gz
Encode::Locale                     1.05  G/GA/GAAS/Encode-Locale-1.05.tar.gz
Eval::Closure                      0.14  D/DO/DOY/Eval-Closure-0.14.tar.gz
Exception::Class                   1.44  D/DR/DROLSKY/Exception-Class-1.44.tar.gz
Exception::Class::Base             1.44  D/DR/DROLSKY/Exception-Class-1.44.tar.gz
Exporter::Shiny                1.002001  T/TO/TOBYINK/Exporter-Tiny-1.002001.tar.gz
Exporter::Tiny                 1.002001  T/TO/TOBYINK/Exporter-Tiny-1.002001.tar.gz
ExtUtils::Config                  0.008  L/LE/LEONT/ExtUtils-Config-0.008.tar.gz
ExtUtils::Helpers                 0.026  L/LE/LEONT/ExtUtils-Helpers-0.026.tar.gz
ExtUtils::Helpers::Unix           0.026  L/LE/LEONT/ExtUtils-Helpers-0.026.tar.gz
ExtUtils::Helpers::VMS            0.026  L/LE/LEONT/ExtUtils-Helpers-0.026.tar.gz
ExtUtils::Helpers::Windows        0.026  L/LE/LEONT/ExtUtils-Helpers-0.026.tar.gz
ExtUtils::InstallPaths            0.012  L/LE/LEONT/ExtUtils-InstallPaths-0.012.tar.gz
Fh                                 4.40  L/LE/LEEJO/CGI-4.40.tar.gz
File::Copy::Recursive              0.44  D/DM/DMUEY/File-Copy-Recursive-0.44.tar.gz
File::Listing                      6.04  G/GA/GAAS/File-Listing-6.04.tar.gz
File::Listing::apache              6.04  G/GA/GAAS/File-Listing-6.04.tar.gz
File::Listing::dosftp              6.04  G/GA/GAAS/File-Listing-6.04.tar.gz
File::Listing::netware             6.04  G/GA/GAAS/File-Listing-6.04.tar.gz
File::Listing::unix                6.04  G/GA/GAAS/File-Listing-6.04.tar.gz
File::Listing::vms                 6.04  G/GA/GAAS/File-Listing-6.04.tar.gz
File::ShareDir                    1.116  R/RE/REHSACK/File-ShareDir-1.116.tar.gz
File::ShareDir::Install            0.13  E/ET/ETHER/File-ShareDir-Install-0.13.tar.gz
Filesys::Notify::Simple            0.13  M/MI/MIYAGAWA/Filesys-Notify-Simple-0.13.tar.gz
Hash::MultiValue                   0.16  A/AR/ARISTOTLE/Hash-MultiValue-0.16.tar.gz
HTML::AsSubs                       5.07  K/KE/KENTNL/HTML-Tree-5.07.tar.gz
HTML::Element                      5.07  K/KE/KENTNL/HTML-Tree-5.07.tar.gz
HTML::Element::traverse            5.07  K/KE/KENTNL/HTML-Tree-5.07.tar.gz
HTML::Entities                     3.69  G/GA/GAAS/HTML-Parser-3.72.tar.gz
HTML::FillInForm::Lite             1.15  G/GF/GFUJI/HTML-FillInForm-Lite-1.15.tar.gz
HTML::FillInForm::Lite::Compat     1.15  G/GF/GFUJI/HTML-FillInForm-Lite-1.15.tar.gz
HTML::Filter                       3.72  G/GA/GAAS/HTML-Parser-3.72.tar.gz
HTML::Form                         6.03  G/GA/GAAS/HTML-Form-6.03.tar.gz
HTML::Form::FileInput              6.03  G/GA/GAAS/HTML-Form-6.03.tar.gz
HTML::Form::IgnoreInput            6.03  G/GA/GAAS/HTML-Form-6.03.tar.gz
HTML::Form::ImageInput             6.03  G/GA/GAAS/HTML-Form-6.03.tar.gz
HTML::Form::Input                  6.03  G/GA/GAAS/HTML-Form-6.03.tar.gz
HTML::Form::KeygenInput            6.03  G/GA/GAAS/HTML-Form-6.03.tar.gz
HTML::Form::ListInput              6.03  G/GA/GAAS/HTML-Form-6.03.tar.gz
HTML::Form::SubmitInput            6.03  G/GA/GAAS/HTML-Form-6.03.tar.gz
HTML::Form::TextInput              6.03  G/GA/GAAS/HTML-Form-6.03.tar.gz
HTML::HeadParser                   3.71  G/GA/GAAS/HTML-Parser-3.72.tar.gz
HTML::LinkExtor                    3.69  G/GA/GAAS/HTML-Parser-3.72.tar.gz
HTML::Parse                        5.07  K/KE/KENTNL/HTML-Tree-5.07.tar.gz
HTML::Parser                       3.72  G/GA/GAAS/HTML-Parser-3.72.tar.gz
HTML::PullParser                   3.57  G/GA/GAAS/HTML-Parser-3.72.tar.gz
HTML::Tagset                       3.20  P/PE/PETDANCE/HTML-Tagset-3.20.tar.gz
HTML::TokeParser                   3.69  G/GA/GAAS/HTML-Parser-3.72.tar.gz
HTML::Tree                         5.07  K/KE/KENTNL/HTML-Tree-5.07.tar.gz
HTML::TreeBuilder                  5.07  K/KE/KENTNL/HTML-Tree-5.07.tar.gz
HTTP::Config                       6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
HTTP::Cookies                      6.04  O/OA/OALDERS/HTTP-Cookies-6.04.tar.gz
HTTP::Cookies::Microsoft           6.04  O/OA/OALDERS/HTTP-Cookies-6.04.tar.gz
HTTP::Cookies::Netscape            6.04  O/OA/OALDERS/HTTP-Cookies-6.04.tar.gz
HTTP::Daemon                       6.01  G/GA/GAAS/HTTP-Daemon-6.01.tar.gz
HTTP::Daemon::ClientConn           6.01  G/GA/GAAS/HTTP-Daemon-6.01.tar.gz
HTTP::Date                         6.02  G/GA/GAAS/HTTP-Date-6.02.tar.gz
HTTP::Entity::Parser               0.21  K/KA/KAZEBURO/HTTP-Entity-Parser-0.21.tar.gz
HTTP::Entity::Parser::JSON        undef  K/KA/KAZEBURO/HTTP-Entity-Parser-0.21.tar.gz
HTTP::Entity::Parser::MultiPart   undef  K/KA/KAZEBURO/HTTP-Entity-Parser-0.21.tar.gz
HTTP::Entity::Parser::OctetStream undef  K/KA/KAZEBURO/HTTP-Entity-Parser-0.21.tar.gz
HTTP::Entity::Parser::UrlEncoded  undef  K/KA/KAZEBURO/HTTP-Entity-Parser-0.21.tar.gz
HTTP::Headers                      6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
HTTP::Headers::Auth                6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
HTTP::Headers::ETag                6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
HTTP::Headers::Fast                0.21  T/TO/TOKUHIROM/HTTP-Headers-Fast-0.21.tar.gz
HTTP::Headers::Util                6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
HTTP::Message                      6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
HTTP::Message::PSGI               undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
HTTP::MultiPartParser              0.02  C/CH/CHANSEN/HTTP-MultiPartParser-0.02.tar.gz
HTTP::Negotiate                    6.01  G/GA/GAAS/HTTP-Negotiate-6.01.tar.gz
HTTP::Request                      6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
HTTP::Request::Common              6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
HTTP::Response                     6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
HTTP::Server::PSGI                undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
HTTP::Server::Simple               0.52  B/BP/BPS/HTTP-Server-Simple-0.52.tar.gz
HTTP::Server::Simple::CGI         undef  B/BP/BPS/HTTP-Server-Simple-0.52.tar.gz
HTTP::Server::Simple::CGI::Environment undef  B/BP/BPS/HTTP-Server-Simple-0.52.tar.gz
HTTP::Session2                     1.10  T/TO/TOKUHIROM/HTTP-Session2-1.10.tar.gz
HTTP::Session2::Base              undef  T/TO/TOKUHIROM/HTTP-Session2-1.10.tar.gz
HTTP::Session2::ClientStore       undef  T/TO/TOKUHIROM/HTTP-Session2-1.10.tar.gz
HTTP::Session2::ClientStore2      undef  T/TO/TOKUHIROM/HTTP-Session2-1.10.tar.gz
HTTP::Session2::Expired           undef  T/TO/TOKUHIROM/HTTP-Session2-1.10.tar.gz
HTTP::Session2::Random            undef  T/TO/TOKUHIROM/HTTP-Session2-1.10.tar.gz
HTTP::Session2::ServerStore        1.10  T/TO/TOKUHIROM/HTTP-Session2-1.10.tar.gz
HTTP::Status                       6.18  O/OA/OALDERS/HTTP-Message-6.18.tar.gz
IO::HTML                          1.001  C/CJ/CJM/IO-HTML-1.001.tar.gz
IPC::Signal                        1.00  R/RO/ROSCH/IPC-Signal-1.00.tar.gz
JSON                            2.97001  I/IS/ISHIGAKI/JSON-2.97001.tar.gz
JSON::Backend::PP               2.97001  I/IS/ISHIGAKI/JSON-2.97001.tar.gz
JSON::MaybeXS                  1.004000  H/HA/HAARG/JSON-MaybeXS-1.004000.tar.gz
libwww::perl                      undef  E/ET/ETHER/libwww-perl-6.36.tar.gz
List::MoreUtils                   0.428  R/RE/REHSACK/List-MoreUtils-0.428.tar.gz
List::MoreUtils::PP               0.428  R/RE/REHSACK/List-MoreUtils-0.428.tar.gz
List::MoreUtils::XS               0.428  R/RE/REHSACK/List-MoreUtils-XS-0.428.tar.gz
LWP                                6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Authen::Basic                 6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Authen::Digest                6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Authen::Ntlm                  6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::ConnCache                     6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Debug                         6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Debug::TraceHTTP              6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::DebugFile                     6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::MediaTypes                    6.02  G/GA/GAAS/LWP-MediaTypes-6.02.tar.gz
LWP::MemberMixin                   6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol                      6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::cpan                6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::data                6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::file                6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::ftp                 6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::gopher              6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::http                6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::loopback            6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::mailto              6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::nntp                6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Protocol::nogo                6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::RobotUA                       6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::Simple                        6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
LWP::UserAgent                     6.36  E/ET/ETHER/libwww-perl-6.36.tar.gz
Module::Build                    0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Base              0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Compat            0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Config            0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Cookbook          0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Dumper            0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Notes             0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::aix     0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::cygwin  0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::darwin  0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::Default 0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::MacOS   0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::os2     0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::Unix    0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::VMS     0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::VOS     0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Platform::Windows 0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::PodParser         0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::PPMMaker          0.4224  L/LE/LEONT/Module-Build-0.4224.tar.gz
Module::Build::Tiny               0.039  L/LE/LEONT/Module-Build-Tiny-0.039.tar.gz
Module::Build::XSUtil              0.19  H/HI/HIDEAKIO/Module-Build-XSUtil-0.19.tar.gz
Module::CPANfile                 1.1004  M/MI/MIYAGAWA/Module-CPANfile-1.1004.tar.gz
Module::CPANfile::Environment     undef  M/MI/MIYAGAWA/Module-CPANfile-1.1004.tar.gz
Module::CPANfile::Prereq          undef  M/MI/MIYAGAWA/Module-CPANfile-1.1004.tar.gz
Module::CPANfile::Prereqs         undef  M/MI/MIYAGAWA/Module-CPANfile-1.1004.tar.gz
Module::CPANfile::Requirement     undef  M/MI/MIYAGAWA/Module-CPANfile-1.1004.tar.gz
Module::Functions                v2.1.3  T/TO/TOKUHIROM/Module-Functions-2.1.3.tar.gz
Module::Implementation             0.09  D/DR/DROLSKY/Module-Implementation-0.09.tar.gz
Module::Runtime                   0.016  Z/ZE/ZEFRAM/Module-Runtime-0.016.tar.gz
Mouse                            v2.5.6  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Exporter                   undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Attribute            undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Class                undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Method               undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Method::Accessor     undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Method::Constructor  undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Method::Delegation   undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Method::Destructor   undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Module               undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Role                 undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Role::Application    undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Role::Application::RoleSummation undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Role::Composite      undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::Role::Method         undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Meta::TypeConstraint       undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Object                     undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::PurePerl                   undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Role                      v2.5.6  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Spec                      v2.5.6  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::TypeRegistry               undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Util                      v2.5.6  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Util::MetaRole             undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Mouse::Util::TypeConstraints      undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
MRO::Compat                        0.13  H/HA/HAARG/MRO-Compat-0.13.tar.gz
namespace::autoclean               0.28  E/ET/ETHER/namespace-autoclean-0.28.tar.gz
namespace::clean                   0.27  R/RI/RIBASUSHI/namespace-clean-0.27.tar.gz
Net::EmptyPort                    undef  T/TO/TOKUHIROM/Test-TCP-2.19.tar.gz
Net::HTTP                          6.18  O/OA/OALDERS/Net-HTTP-6.18.tar.gz
Net::HTTP::Methods                 6.18  O/OA/OALDERS/Net-HTTP-6.18.tar.gz
Net::HTTP::NB                      6.18  O/OA/OALDERS/Net-HTTP-6.18.tar.gz
Net::HTTPS                         6.18  O/OA/OALDERS/Net-HTTP-6.18.tar.gz
ouse                              undef  S/SK/SKAJI/Mouse-v2.5.6.tar.gz
Package::Stash                     0.37  D/DO/DOY/Package-Stash-0.37.tar.gz
Package::Stash::PP                 0.37  D/DO/DOY/Package-Stash-0.37.tar.gz
Package::Stash::XS                 0.28  D/DO/DOY/Package-Stash-XS-0.28.tar.gz
Parallel::Prefork                  0.18  K/KA/KAZUHO/Parallel-Prefork-0.18.tar.gz
Parallel::Prefork::SpareWorkers   undef  K/KA/KAZUHO/Parallel-Prefork-0.18.tar.gz
Parallel::Prefork::SpareWorkers::Scoreboard undef  K/KA/KAZUHO/Parallel-Prefork-0.18.tar.gz
Params::Util                       1.07  A/AD/ADAMK/Params-Util-1.07.tar.gz
Params::ValidationCompiler         0.30  D/DR/DROLSKY/Params-ValidationCompiler-0.30.tar.gz
Params::ValidationCompiler::Compiler 0.30  D/DR/DROLSKY/Params-ValidationCompiler-0.30.tar.gz
Params::ValidationCompiler::Exceptions 0.30  D/DR/DROLSKY/Params-ValidationCompiler-0.30.tar.gz
Plack                            1.0047  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::App::Cascade               undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::App::CGIBin                undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::App::Directory             undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::App::File                  undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::App::PSGIBin               undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::App::URLMap                undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::App::WrapCGI               undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Builder                    undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Component                  undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler                    undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler::Apache1           undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler::Apache2           undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler::Apache2::Registry undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler::CGI               undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler::CGI::Writer       undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler::FCGI              undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler::HTTP::Server::PSGI undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler::Standalone        undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Handler::Starlet           undef  K/KA/KAZUHO/Starlet-0.31.tar.gz
Plack::HTTPParser                 undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::HTTPParser::PP             undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Loader                     undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Loader::Delayed            undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Loader::Restarter          undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Loader::Shotgun            undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::LWPish                     undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware                 undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::AccessLog      undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::AccessLog::Timed undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Auth::Basic    undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::BufferedStreaming undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Chunked        undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
Plack::Middleware::Conditional    undef  M/MI/MIYAGAWA/Plack-1.0047.tar.gz
